sample_index,relative_path,method,reviewer_id,visually_plausible,obvious_artifact,artifact_type,review_scope,item_verdict,rating_source,output_resolved,provenance_class,independent,automated_assistance
77,day2/members/tien/12_0017.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
77,day2/members/tien/12_0017.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.038,outputs/03_anonymisation/12_riddle/images/day2/members/tien/12_0017.webp,heuristic_or_automatically_generated,no,yes
78,day2/members/tien/12_0017.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
78,day2/members/tien/12_0017.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.022,outputs/03_anonymisation/13_falco/images/day2/members/tien/12_0017.webp,heuristic_or_automatically_generated,no,yes
79,day3/members/cathal/20_0569.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
79,day3/members/cathal/20_0569.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.027,outputs/03_anonymisation/12_riddle/images/day3/members/cathal/20_0569.webp,heuristic_or_automatically_generated,no,yes
80,day3/members/cathal/20_0569.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
80,day3/members/cathal/20_0569.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.015,outputs/03_anonymisation/13_falco/images/day3/members/cathal/20_0569.webp,heuristic_or_automatically_generated,no,yes
81,day1/members/onanong/08_0611.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
81,day1/members/onanong/08_0611.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
82,day1/members/onanong/08_0611.webp,falco,author,0,1,expression_artifact,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
82,day1/members/onanong/08_0611.webp,falco,partner,0,1,expression_artifact,expanded_structured_visual_review,FAIL,dual20_partner_human,,genuine_manual_partner_review,not_established,no
83,day1/members/allie/18_0412.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
83,day1/members/allie/18_0412.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.008,outputs/03_anonymisation/12_riddle/images/day1/members/allie/18_0412.webp,heuristic_or_automatically_generated,no,yes
84,day1/members/allie/18_0412.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
84,day1/members/allie/18_0412.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.063,outputs/03_anonymisation/13_falco/images/day1/members/allie/18_0412.webp,heuristic_or_automatically_generated,no,yes
85,day1/members/klaus/17_0002.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
85,day1/members/klaus/17_0002.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.061,outputs/03_anonymisation/12_riddle/images/day1/members/klaus/17_0002.webp,heuristic_or_automatically_generated,no,yes
86,day1/members/klaus/17_0002.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
86,day1/members/klaus/17_0002.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.072,outputs/03_anonymisation/13_falco/images/day1/members/klaus/17_0002.webp,heuristic_or_automatically_generated,no,yes
87,day3/members/klaus/18_0613.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
87,day3/members/klaus/18_0613.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.088,outputs/03_anonymisation/12_riddle/images/day3/members/klaus/18_0613.webp,heuristic_or_automatically_generated,no,yes
88,day3/members/klaus/18_0613.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
88,day3/members/klaus/18_0613.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.051,outputs/03_anonymisation/13_falco/images/day3/members/klaus/18_0613.webp,heuristic_or_automatically_generated,no,yes
89,day4/members/allie/12_0604.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
89,day4/members/allie/12_0604.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.078,outputs/03_anonymisation/12_riddle/images/day4/members/allie/12_0604.webp,heuristic_or_automatically_generated,no,yes
90,day4/members/allie/12_0604.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
90,day4/members/allie/12_0604.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.029,outputs/03_anonymisation/13_falco/images/day4/members/allie/12_0604.webp,heuristic_or_automatically_generated,no,yes
91,day1/members/tien/14_0026.webp,riddle,author,0,1,local_geometry_artifact,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
91,day1/members/tien/14_0026.webp,riddle,partner,0,1,local_geometry_artifact,expanded_structured_visual_review,FAIL,dual20_partner_human,,genuine_manual_partner_review,not_established,no
92,day1/members/tien/14_0026.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
92,day1/members/tien/14_0026.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
93,day2/members/werner/20_0424.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
93,day2/members/werner/20_0424.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.030,outputs/03_anonymisation/12_riddle/images/day2/members/werner/20_0424.webp,heuristic_or_automatically_generated,no,yes
94,day2/members/werner/20_0424.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
94,day2/members/werner/20_0424.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.007,outputs/03_anonymisation/13_falco/images/day2/members/werner/20_0424.webp,heuristic_or_automatically_generated,no,yes
95,day3/members/florian/20_0698.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
95,day3/members/florian/20_0698.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.055,outputs/03_anonymisation/12_riddle/images/day3/members/florian/20_0698.webp,heuristic_or_automatically_generated,no,yes
96,day3/members/florian/20_0698.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
96,day3/members/florian/20_0698.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.049,outputs/03_anonymisation/13_falco/images/day3/members/florian/20_0698.webp,heuristic_or_automatically_generated,no,yes
97,day4/members/bao/13_0504.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
97,day4/members/bao/13_0504.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.088,outputs/03_anonymisation/12_riddle/images/day4/members/bao/13_0504.webp,heuristic_or_automatically_generated,no,yes
98,day4/members/bao/13_0504.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
98,day4/members/bao/13_0504.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.063,outputs/03_anonymisation/13_falco/images/day4/members/bao/13_0504.webp,heuristic_or_automatically_generated,no,yes
99,day2/members/bjorn/19_0586.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
99,day2/members/bjorn/19_0586.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.049,outputs/03_anonymisation/12_riddle/images/day2/members/bjorn/19_0586.webp,heuristic_or_automatically_generated,no,yes
100,day2/members/bjorn/19_0586.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
100,day2/members/bjorn/19_0586.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.011,outputs/03_anonymisation/13_falco/images/day2/members/bjorn/19_0586.webp,heuristic_or_automatically_generated,no,yes
101,day3/members/onanong/12_0488.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
101,day3/members/onanong/12_0488.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
102,day3/members/onanong/12_0488.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
102,day3/members/onanong/12_0488.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
103,day3/members/werner/17_0005.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
103,day3/members/werner/17_0005.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.011,outputs/03_anonymisation/12_riddle/images/day3/members/werner/17_0005.webp,heuristic_or_automatically_generated,no,yes
104,day3/members/werner/17_0005.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
104,day3/members/werner/17_0005.webp,falco,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.023,outputs/03_anonymisation/13_falco/images/day3/members/werner/17_0005.webp,heuristic_or_automatically_generated,no,yes
105,day1/members/tien/13_0571.webp,riddle,author,0,1,implausible_eye_rendering,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
105,day1/members/tien/13_0571.webp,riddle,partner,0,1,implausible_eye_rendering,expanded_structured_visual_review,FAIL,partner_align_author_fail_group2,outputs/03_anonymisation/12_riddle/images/day1/members/tien/13_0571.webp,inherited_or_reused_review_result,no,yes
106,day1/members/tien/13_0571.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
106,day1/members/tien/13_0571.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.019,outputs/03_anonymisation/13_falco/images/day1/members/tien/13_0571.webp,heuristic_or_automatically_generated,no,yes
107,day1/members/luca/18_0040.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
107,day1/members/luca/18_0040.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.038,outputs/03_anonymisation/12_riddle/images/day1/members/luca/18_0040.webp,heuristic_or_automatically_generated,no,yes
108,day1/members/luca/18_0040.webp,falco,author,0,1,geometry_artifact,expanded_structured_visual_review,FAIL,group2_first_pass_100,,structured_author_inspection,no,no
108,day1/members/luca/18_0040.webp,falco,partner,0,1,geometry_artifact,expanded_structured_visual_review,FAIL,partner_align_author_fail_group2,outputs/03_anonymisation/13_falco/images/day1/members/luca/18_0040.webp,inherited_or_reused_review_result,no,yes
109,day2/members/luca/10_0586.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
109,day2/members/luca/10_0586.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.041,outputs/03_anonymisation/12_riddle/images/day2/members/luca/10_0586.webp,heuristic_or_automatically_generated,no,yes
110,day2/members/luca/10_0586.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
110,day2/members/luca/10_0586.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.066,outputs/03_anonymisation/13_falco/images/day2/members/luca/10_0586.webp,heuristic_or_automatically_generated,no,yes
111,day2/members/luca/10_0654.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
111,day2/members/luca/10_0654.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
112,day2/members/luca/10_0654.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
112,day2/members/luca/10_0654.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,dual20_partner_human,,genuine_manual_partner_review,not_established,no
113,day1/members/stevan/18_0014.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
113,day1/members/stevan/18_0014.webp,riddle,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.052,outputs/03_anonymisation/12_riddle/images/day1/members/stevan/18_0014.webp,heuristic_or_automatically_generated,no,yes
114,day1/members/stevan/18_0014.webp,falco,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
114,day1/members/stevan/18_0014.webp,falco,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.020,outputs/03_anonymisation/13_falco/images/day1/members/stevan/18_0014.webp,heuristic_or_automatically_generated,no,yes
115,day2/members/bjorn/11_0031.webp,riddle,author,1,0,none,expanded_structured_visual_review,PASS,group2_first_pass_100,,structured_author_inspection,no,no
